"ORDER_ID";"ORDER_DATE";"ORDER_CHANNEL";"CUSTOMER_NAME";"CUSTOMER_TYPE";"WAREHOUSE_CODE";"SHIP_TO_PROVINCE";"ITEM_ID";"ORDER_QTY_UOM";"ORDER_QTY_PCS";"UNIT_SELLING_PRICE_CAD";"UNIT_SELLING_PRICE_USD";"ORDER_STATUS";"SHIPMENT_ID";"OUTBOUND_CARRIER";"OUTBOUND_SERVICE_LEVEL";"ORDER_SHIP_DATE";"ORDER_DELIVERY_DATE";"SHIPPED_QTY_PCS";"OUTBOUND_TRACKING_NUMBER";"FREIGHT_COST_CAD";"FREIGHT_COST_USD";"ITEM_DESCRIPTION";"ITEM_CATEGORY";"ITEM_BRAND";"UNITS_PER_CARTON";"UNIT_NET_WEIGHT";"UNIT_CBM";"AVERAGE_ITEM_COST_CAD";"AVERAGE_ITEM_COST_USD";"COUNTRY_OF_ORIGIN"
"SO-2025-000717";"2025-07-28";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0021";"Each";2;3.92;2.86;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000718";"2025-07-27";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0024";"Each";3;2.7;1.97;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"NordGlow Vanilla Lip Balm";"Lip Balm";"NordGlow";6;0.257;0.000792;1.31;0.96;"Poland"
"SO-2025-000719";"2025-07-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NB";"COS-0015";"Each";1;8.46;6.18;"Shipped";"OUT-000719";"Purolator";"Ground";"2025-07-08";"2025-07-12";1;"PUR1690007079";14.63;10.68;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-000720";"2025-06-18";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0015";"Each";4;9.73;7.1;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-000721";"2025-08-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0025";"Each";1;8.04;5.87;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-000722";"2025-06-30";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0020";"Each";1;3.51;2.56;"Shipped";"OUT-000722";"Purolator";"Ground";"2025-06-30";"2025-07-03";1;"PUR4349838250";17.2;12.56;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000723";"2025-08-10";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0013";"Each";4;3.94;2.88;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000724";"2025-08-18";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0020";"Each";3;3.42;2.5;"Shipped";"OUT-000724";"FedEx";"Priority";"2025-08-19";"2025-08-20";3;"FED6062761999";15.52;11.33;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000725";"2025-07-30";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0005";"Each";5;8.97;6.55;"Shipped";"OUT-000725";"UPS";"Priority";"2025-07-31";"2025-08-02";5;"UPS2285193970";15.69;11.45;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-000726";"2025-08-11";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0030";"Each";4;14.21;10.37;"Shipped";"OUT-000726";"FedEx";"Express";"2025-08-11";"2025-08-14";4;"FED6796337854";8.58;6.26;"NordGlow SPF 15 Face Cream";"Face Cream";"NordGlow";36;0.148;0.001157;5.27;3.85;"Poland"
"SO-2025-000727";"2025-08-09";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0020";"Each";3;2.64;1.93;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000728";"2025-05-31";"B2C";"Ecommerce-CA";"Consumer";"VAN";"MB";"COS-0026";"Each";3;8.87;6.48;"Shipped";"OUT-000728";"UPS";"Priority";"2025-05-31";"2025-06-04";3;"UPS1629784161";16.3;11.9;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000729";"2025-07-22";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0030";"Each";4;16.11;11.76;"Shipped";"OUT-000729";"Purolator";"Express";"2025-07-24";"2025-07-25";4;"PUR9186755830";16.82;12.28;"NordGlow SPF 15 Face Cream";"Face Cream";"NordGlow";36;0.148;0.001157;5.27;3.85;"Poland"
"SO-2025-000730";"2025-08-01";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0012";"Each";2;6.93;5.06;"Shipped";"OUT-000730";"UPS";"Express";"2025-08-01";"2025-08-05";2;"UPS8932532296";10.56;7.71;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-000731";"2025-06-01";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0023";"Each";1;2.64;1.93;"Shipped";"OUT-000731";"FedEx";"Priority";"2025-06-01";"2025-06-02";1;"FED7334383049";17.87;13.05;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-000732";"2025-08-20";"B2C";"Ecommerce-CA";"Consumer";"VAN";"MB";"COS-0018";"Each";2;7.85;5.73;"Shipped";"OUT-000732";"UPS";"Ground";"2025-08-21";"2025-08-25";2;"UPS1522077022";12.75;9.31;"PureBaltic Rose Lip Balm";"Lip Balm";"PureBaltic";36;0.241;0.000277;2.64;1.93;"Poland"
"SO-2025-000733";"2025-08-10";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0009";"Each";5;5.49;4.01;"Shipped";"OUT-000733";"FedEx";"Priority";"2025-08-10";"2025-08-12";5;"FED6090874275";14.92;10.89;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-000734";"2025-06-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0011";"Each";1;6.56;4.79;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000735";"2025-06-29";"B2C";"Ecommerce-CA";"Consumer";"TOR";"PE";"COS-0017";"Each";1;3.19;2.33;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000736";"2025-08-19";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NB";"COS-0017";"Each";3;3.22;2.35;"Shipped";"OUT-000736";"FedEx";"Priority";"2025-08-20";"2025-08-21";3;"FED6584304834";16.75;12.23;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000737";"2025-07-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0027";"Each";4;15.36;11.21;"Shipped";"OUT-000737";"FedEx";"Ground";"2025-07-18";"2025-07-21";4;"FED2637956581";15.13;11.04;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-000738";"2025-08-21";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0013";"Each";2;3.46;2.53;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000739";"2025-07-31";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0014";"Each";5;16.27;11.88;"Shipped";"OUT-000739";"Purolator";"Ground";"2025-07-31";"2025-08-04";5;"PUR7134598540";7.61;5.56;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-000740";"2025-08-07";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0027";"Each";2;10.89;7.95;"Shipped";"OUT-000740";"UPS";"Priority";"2025-08-08";"2025-08-11";2;"UPS4602660603";11.22;8.19;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-000741";"2025-06-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0019";"Each";2;3.34;2.44;"Shipped";"OUT-000741";"UPS";"Priority";"2025-06-08";"2025-06-09";2;"UPS5922433913";9.12;6.66;"LumiCare Hydrating Face Cream";"Face Cream";"LumiCare";36;0.097;0.001069;1.36;0.99;"Poland"
"SO-2025-000742";"2025-07-28";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0002";"Each";2;9.64;7.04;"Shipped";"OUT-000742";"UPS";"Express";"2025-07-28";"2025-08-01";2;"UPS6487097595";8.31;6.07;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000743";"2025-07-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0010";"Each";3;14.19;10.36;"Shipped";"OUT-000743";"Purolator";"Priority";"2025-07-06";"2025-07-07";3;"PUR8552570406";13.27;9.69;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-000744";"2025-08-06";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0009";"Each";4;4.89;3.57;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-000745";"2025-08-17";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0027";"Each";2;15.47;11.29;"Shipped";"OUT-000745";"UPS";"Ground";"2025-08-18";"2025-08-23";2;"UPS6600635485";12.43;9.07;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-000746";"2025-07-22";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0014";"Each";2;14.3;10.44;"Shipped";"OUT-000746";"Purolator";"Express";"2025-07-23";"2025-07-25";2;"PUR3489558268";14.97;10.93;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-000747";"2025-06-21";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0013";"Each";3;4.3;3.14;"Shipped";"OUT-000747";"Canada Post";"Ground";"2025-06-21";"2025-06-22";3;"CAN3848632814";7.76;5.66;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000748";"2025-08-08";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0006";"Each";2;2.58;1.88;"Shipped";"OUT-000748";"Canada Post";"Ground";"2025-08-10";"2025-08-14";2;"CAN3501476649";17.91;13.07;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-000749";"2025-07-02";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0007";"Each";1;6.47;4.72;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-000750";"2025-07-10";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0011";"Each";5;6.73;4.91;"Shipped";"OUT-000750";"UPS";"Priority";"2025-07-11";"2025-07-12";5;"UPS3532348305";9.27;6.77;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000751";"2025-05-31";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0011";"Each";3;6.35;4.64;"Shipped";"OUT-000751";"FedEx";"Priority";"2025-06-01";"2025-06-06";3;"FED6109562208";13.67;9.98;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000752";"2025-06-23";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NL";"COS-0010";"Each";4;15.19;11.09;"Shipped";"OUT-000752";"FedEx";"Priority";"2025-06-25";"2025-06-27";4;"FED8592616777";16.77;12.24;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-000753";"2025-08-12";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0029";"Each";2;8.78;6.41;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";24;0.23;0.001155;4.96;3.62;"Poland"
"SO-2025-000754";"2025-07-30";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0026";"Each";5;7.91;5.77;"Shipped";"OUT-000754";"UPS";"Priority";"2025-08-01";"2025-08-04";5;"UPS7240235073";16.2;11.83;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000755";"2025-08-02";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0016";"Each";5;10.0;7.3;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-000756";"2025-07-25";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0023";"Each";4;3.06;2.23;"Pending";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-000757";"2025-08-09";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0030";"Each";4;19.09;13.94;"Shipped";"OUT-000757";"UPS";"Ground";"2025-08-11";"2025-08-15";4;"UPS1684228758";16.62;12.13;"NordGlow SPF 15 Face Cream";"Face Cream";"NordGlow";36;0.148;0.001157;5.27;3.85;"Poland"
"SO-2025-000758";"2025-07-25";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0021";"Each";3;3.41;2.49;"Shipped";"OUT-000758";"FedEx";"Priority";"2025-07-27";"2025-07-29";3;"FED4850062262";16.11;11.76;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000759";"2025-07-10";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0010";"Each";2;11.99;8.75;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-000760";"2025-08-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0020";"Each";4;2.8;2.04;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000761";"2025-06-19";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0023";"Each";2;2.21;1.61;"Shipped";"OUT-000761";"UPS";"Ground";"2025-06-20";"2025-06-24";2;"UPS4164058486";13.25;9.67;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-000762";"2025-06-10";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0012";"Each";4;6.89;5.03;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-000763";"2025-08-13";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0029";"Each";3;11.53;8.42;"Shipped";"OUT-000763";"UPS";"Express";"2025-08-13";"2025-08-15";3;"UPS7499307663";17.95;13.1;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";24;0.23;0.001155;4.96;3.62;"Poland"
"SO-2025-000764";"2025-06-03";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0002";"Each";4;10.14;7.4;"Shipped";"OUT-000764";"UPS";"Ground";"2025-06-04";"2025-06-06";4;"UPS1429387694";8.72;6.37;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000765";"2025-07-28";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NL";"COS-0005";"Each";2;8.43;6.15;"Shipped";"OUT-000765";"FedEx";"Express";"2025-07-30";"2025-08-01";2;"FED6405883001";11.17;8.15;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-000766";"2025-07-28";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0006";"Each";5;2.68;1.96;"Shipped";"OUT-000766";"FedEx";"Ground";"2025-07-28";"2025-07-29";5;"FED4801183406";13.3;9.71;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-000767";"2025-06-20";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0017";"Each";4;3.34;2.44;"Shipped";"OUT-000767";"Purolator";"Priority";"2025-06-21";"2025-06-24";4;"PUR9950639549";13.35;9.75;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000768";"2025-08-10";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0016";"Each";5;11.79;8.61;"Shipped";"OUT-000768";"Canada Post";"Priority";"2025-08-10";"2025-08-13";5;"CAN5027388910";13.36;9.75;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-000769";"2025-06-13";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0013";"Each";4;2.96;2.16;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000770";"2025-07-01";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0020";"Each";4;3.17;2.31;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000771";"2025-08-09";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0027";"Each";4;12.88;9.4;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-000772";"2025-06-11";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0012";"Each";4;8.57;6.26;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-000773";"2025-08-03";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0027";"Each";1;10.57;7.72;"Shipped";"OUT-000773";"Canada Post";"Priority";"2025-08-05";"2025-08-10";1;"CAN4914918731";12.28;8.96;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-000774";"2025-06-26";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0013";"Each";3;4.18;3.05;"Shipped";"OUT-000774";"Purolator";"Priority";"2025-06-26";"2025-06-29";3;"PUR3752825184";7.99;5.83;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000775";"2025-07-28";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0013";"Each";1;3.9;2.85;"Shipped";"OUT-000775";"Canada Post";"Ground";"2025-07-30";"2025-08-03";1;"CAN3890797691";8.8;6.42;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000776";"2025-06-07";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0018";"Each";2;7.28;5.31;"Shipped";"OUT-000776";"Purolator";"Ground";"2025-06-07";"2025-06-10";2;"PUR2809442302";12.65;9.23;"PureBaltic Rose Lip Balm";"Lip Balm";"PureBaltic";36;0.241;0.000277;2.64;1.93;"Poland"
"SO-2025-000777";"2025-07-03";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0023";"Each";5;3.02;2.2;"Shipped";"OUT-000777";"Canada Post";"Priority";"2025-07-05";"2025-07-10";5;"CAN3061719686";10.9;7.96;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-000778";"2025-06-21";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0015";"Each";5;9.14;6.67;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-000779";"2025-06-24";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0013";"Each";4;3.64;2.66;"Shipped";"OUT-000779";"FedEx";"Express";"2025-06-26";"2025-06-28";4;"FED8155122711";11.12;8.12;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000780";"2025-08-23";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NL";"COS-0015";"Each";5;7.93;5.79;"Shipped";"OUT-000780";"FedEx";"Ground";"2025-08-23";"2025-08-27";5;"FED9603941215";12.3;8.98;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-000781";"2025-06-02";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0024";"Each";3;2.28;1.66;"Pending";"";"";"";"";"";0;"";0.0;0.0;"NordGlow Vanilla Lip Balm";"Lip Balm";"NordGlow";6;0.257;0.000792;1.31;0.96;"Poland"
"SO-2025-000782";"2025-08-22";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0011";"Each";2;4.88;3.56;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000783";"2025-06-25";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0013";"Each";3;3.4;2.48;"Shipped";"OUT-000783";"Purolator";"Express";"2025-06-25";"2025-06-30";3;"PUR7430112952";14.32;10.45;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000784";"2025-08-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0004";"Each";5;12.9;9.42;"Shipped";"OUT-000784";"FedEx";"Ground";"2025-08-08";"2025-08-13";5;"FED9664121435";12.61;9.21;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-000785";"2025-06-15";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0026";"Each";1;6.82;4.98;"Shipped";"OUT-000785";"Canada Post";"Ground";"2025-06-15";"2025-06-18";1;"CAN3123381366";16.25;11.86;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000786";"2025-07-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0016";"Each";2;12.48;9.11;"Pending";"";"";"";"";"";0;"";0.0;0.0;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-000787";"2025-08-16";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0028";"Each";4;16.89;12.33;"Shipped";"OUT-000787";"Purolator";"Ground";"2025-08-17";"2025-08-22";4;"PUR4844704873";9.74;7.11;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-000788";"2025-08-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0029";"Each";1;8.78;6.41;"Shipped";"OUT-000788";"UPS";"Express";"2025-08-18";"2025-08-20";1;"UPS6674132489";15.47;11.29;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";24;0.23;0.001155;4.96;3.62;"Poland"
"SO-2025-000789";"2025-06-09";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0005";"Each";5;7.91;5.77;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-000790";"2025-06-15";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0004";"Each";4;10.08;7.36;"Shipped";"OUT-000790";"UPS";"Ground";"2025-06-15";"2025-06-18";4;"UPS9233402648";9.37;6.84;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-000791";"2025-08-01";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0021";"Each";3;2.64;1.93;"Shipped";"OUT-000791";"Canada Post";"Express";"2025-08-03";"2025-08-05";3;"CAN9820321814";14.58;10.64;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000792";"2025-07-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0009";"Each";2;4.59;3.35;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
